names,scores,logfoldchanges,pvals,pvals_adj
RILPL2,17.716116,0.46159482,3.1492407987002784e-70,2.8182240213503394e-68
GCH1,17.70624,0.6287261,3.753272262682764e-70,3.350573611864679e-68
CPQ,17.668032,0.31971157,7.393262315562917e-70,6.583960924864192e-68
RCOR1,17.658918,0.34455547,8.688773839126972e-70,7.71887891470598e-68
SIRPB2,17.65284,0.7465832,9.676564886043655e-70,8.575592043440286e-68
ITSN1,17.637943,0.84308404,1.2596291064687356e-69,1.1136155779193766e-67
HIPK3,17.613613,0.31174675,1.9367650343729503e-69,1.7081334222429967e-67
SNX10,17.590229,0.50135803,2.9269497611470325e-69,2.5752232742245804e-67
LYN,17.575428,0.4068088,3.800091716528825e-69,3.327443945374917e-67
SAMSN1,17.557169,0.34478784,5.242554287010257e-69,4.579540082550415e-67
GRN,17.485672,0.6489555,1.842295787124238e-68,1.5978641730932285e-66
PIK3R5,17.439762,0.29056257,4.117890059048498e-68,3.554690897434766e-66
TIMP2,17.426054,0.6176888,5.233482807358827e-68,4.507075393697422e-66
EIF4G3,17.414885,0.30465254,6.3616636235783046e-68,5.465803997337782e-66
PLAUR,17.3932,0.5328347,9.290098543657427e-68,7.963159175559847e-66
CR1,17.38104,0.7652321,1.1485042296150158e-67,9.798695409822656e-66
RNF13,17.354612,0.29640913,1.8202272777084346e-67,1.5493520602652655e-65
KIF1B,17.33066,0.38352716,2.7614297509012385e-67,2.345036898207337e-65
E2F3,17.24339,0.4478323,1.2546149961320977e-66,1.0605118585087969e-64
PAK1,17.233473,0.4966345,1.4893580783093812e-66,1.2560367517097156e-64
SETX,17.21813,0.27150917,1.941578763402644e-66,1.6336488349264406e-64
EHBP1L1,17.213474,0.58110887,2.1042374328902147e-66,1.7664494101196044e-64
MAP3K5,17.211897,0.27817944,2.1622915126141856e-66,1.8110304726130848e-64
FAM20A,17.211521,1.1203728,2.1763966560944653e-66,1.818682511637295e-64
CAMKK2,17.191132,0.627194,3.0943469339153115e-66,2.579867702237684e-64
OSBPL11,17.18134,0.46398297,3.6635668066124176e-66,3.047504742927752e-64
MAP2K1,17.164118,0.34030887,4.929183712018096e-66,4.090998935228443e-64
HM13,17.15191,0.3577696,6.082020410875133e-66,5.036380747928524e-64
IFNAR2,17.147234,0.30986363,6.591670218405191e-66,5.446088525143305e-64
ZNFX1,17.08436,0.3898968,1.940597057835666e-65,1.5997250656270996e-63
CSGALNACT2,17.071198,0.28983298,2.4315835879445624e-65,1.999963840502448e-63
KCNQ1,17.049345,0.41589713,3.5346765232910605e-65,2.894243745614678e-63
TRIM22,17.04557,0.3124358,3.770498490127316e-65,3.0804467686863815e-63
SLC43A2,17.042334,0.4217028,3.985106727357542e-65,3.248527646503639e-63
CAP1,16.968613,0.33023345,1.402058233838785e-64,1.140371853705186e-62
ANXA1,16.955015,0.39409944,1.767165661379618e-64,1.4341470149036672e-62
NCOR2,16.950882,0.36701816,1.8958866648532403e-64,1.5352068101834834e-62
XRCC4,16.944988,0.4741942,2.0957655105559834e-64,1.6933137627342063e-62
CAPZA2,16.943739,0.31971496,2.1407383033277112e-64,1.7258405867862897e-62
NRG1,16.939669,1.2223971,2.2941646539273743e-64,1.845466384580128e-62
FAR1,16.927422,0.2680565,2.8248918135892136e-64,2.2674093260784823e-62
SGK3,16.918467,0.3416932,3.288784331712508e-64,2.622500987472974e-62
FGD2,16.906895,1.1036788,4.002544697143407e-64,3.1847204013075183e-62
AGPAT3,16.862137,0.37735796,8.544207192467566e-64,6.76897245566029e-62
HK1,16.829529,0.40478867,1.4827550670826365e-63,1.1696189269459392e-61
CAPN2,16.801764,0.38192523,2.368981264414898e-63,1.864668457179563e-61
NAIP,16.79445,0.48133296,2.6797657688229266e-63,2.10476624258987e-61
ZFAND3,16.786919,0.20571998,3.042387991759955e-63,2.3844634451050562e-61
MEF2A,16.729172,0.28184548,8.034677165922375e-63,6.283701259613779e-61
ZCCHC2,16.724508,0.35886133,8.689019274005857e-63,6.780955105498686e-61
GNB4,16.704584,0.6252379,1.213703421252632e-62,9.451650834312251e-61
DDX60,16.698767,0.6523516,1.3380068660770953e-62,1.0397534884349844e-60
CDK19,16.69546,0.34783077,1.4142488535883483e-62,1.096672082419219e-60
ZNF516,16.670513,0.39169118,2.1474233473350426e-62,1.6616879901862557e-60
TIAM1,16.665274,0.43249714,2.3441398415547586e-62,1.810081483981977e-60
NABP1,16.649042,0.3994465,3.0748571685966275e-62,2.3693230995327403e-60
ADAM10,16.632027,0.26716027,4.085324057406045e-62,3.141322391284005e-60
MYO5A,16.61562,0.29065803,5.3717638404277666e-62,4.1218433610795946e-60
GNS,16.606085,0.5984156,6.297184332526267e-62,4.821825183154684e-60
FAM168A,16.567274,0.4575623,1.201519310792059e-61,9.180962065615897e-60
MRTFA,16.498375,0.30944374,3.768967365943754e-61,2.8679412590625227e-59
AIF1,16.479012,0.55968,5.192748825573339e-61,3.943149372713896e-59
BID,16.475693,0.50234425,5.485645564651487e-61,4.156938163805571e-59
VASP,16.470596,0.5162397,5.967965519166375e-61,4.513088966260506e-59
IPMK,16.452486,0.4149531,8.049526000475743e-61,6.074653631822942e-59
PHF21A,16.420467,0.2755627,1.3651011195572697e-60,1.0220531993208448e-58
SPOPL,16.419582,0.33650562,1.3851547215554942e-60,1.0346540400745437e-58
PLEKHO1,16.38398,0.4236296,2.4891405015180735e-60,1.851728282440305e-58
ITPK1,16.377617,0.50851864,2.7635846154289746e-60,2.0517233369029596e-58
TEX14,16.362339,0.50587493,3.5521391806987254e-60,2.6318187480314583e-58
PLBD1,16.355078,0.6796383,4.002025810250656e-60,2.9591544784037226e-58
UBE2E2,16.33969,0.34250507,5.151420433857979e-60,3.801353614912014e-58
NCOA2,16.323078,0.23757716,6.763644640489295e-60,4.981009204960738e-58
ADAP2,16.278717,0.7138278,1.3976727779316436e-59,1.0251747764544306e-57
SULF2,16.244217,0.35796764,2.4545646508147643e-59,1.7932040076740754e-57
CERT1,16.234358,0.2757434,2.882518004602425e-59,2.1016542128775568e-57
C20orf194,16.224977,0.38952872,3.358432006392256e-59,2.443776736897872e-57
ARPC5,16.200186,0.3831264,5.0274897354594425e-59,3.651014916816489e-57
MS4A7,16.187435,0.8465655,6.1854152525117456e-59,4.4830174981620274e-57
MAFB,16.168701,0.5565466,8.384843114686834e-59,6.053129050111496e-57
LILRB1,16.163843,0.8785893,9.07247857754199e-59,6.536649378279812e-57
LTA4H,16.157953,0.55712295,9.982231140541082e-59,7.177989036835838e-57
PFKFB3,16.14621,0.3704308,1.2075753609348904e-58,8.666365840309397e-57
RUFY3,16.112886,0.4082459,2.0712234674945257e-58,1.4835391415610007e-56
ATP2B1-AS1,16.084455,0.4911895,3.279259895929153e-58,2.3442224892754478e-56
ITGAM,16.071402,0.65755284,4.048331319696383e-58,2.8883620786005326e-56
NLRP1,16.05451,0.27050722,5.315680354411463e-58,3.785198767545019e-56
MBD2,16.049833,0.3298802,5.731780962554283e-58,4.073571165251443e-56
FOXN2,16.041483,0.31291908,6.556932791920632e-58,4.6509747503311445e-56
EGR1,16.015358,1.0230513,9.983027222682755e-58,7.040246230778642e-56
SH3KBP1,16.014637,0.24551168,1.0099302068615257e-57,7.108549134872828e-56
PLXNB2,16.006159,0.7435262,1.1573725190496487e-57,8.13070855465186e-56
RBPJ,16.004822,0.28824595,1.182509407501363e-57,8.291384449033982e-56
CYBA,16.004087,0.26935706,1.1965606528425002e-57,8.373865478907905e-56
SLC22A15,16.002295,0.43759483,1.2315295115806303e-57,8.602139628504323e-56
TMEM164,15.99792,0.49117988,1.321161425542129e-57,9.21063415928904e-56
IFI16,15.983577,0.29089057,1.663222247132727e-57,1.1551346767989554e-55
MGAT1,15.982231,0.5085746,1.6995163504346158e-57,1.1781060216336623e-55
EIF4A1,15.957706,0.2744702,2.5181500048563046e-57,1.742283711299539e-55
LACTB,15.945727,0.47506937,3.050659575829815e-57,2.1067394553763597e-55
SORT1,15.942543,0.84785134,3.210185554880244e-57,2.2127307249373223e-55
ARID3A,15.936041,0.6472205,3.562217723656646e-57,2.446167559166171e-55
PACSIN2,15.928129,0.3231496,4.042744147405104e-57,2.770945290995772e-55
DSE,15.871516,0.46581724,9.980070817177367e-57,6.814936044393821e-55
ARMH3,15.842281,0.30211386,1.5894883834495658e-56,1.0833680507008857e-54
TOM1,15.838139,0.38941225,1.6977368055154213e-56,1.1549974873358724e-54
IGF2R,15.8272085,0.2866509,2.0198451760440546e-56,1.3690435794146008e-54
ARHGAP31,15.777447,0.59570026,4.448210630200742e-56,3.0038553002947855e-54
PTPN2,15.764531,0.27124584,5.457559418778946e-56,3.6786764693688434e-54
IRF1,15.763506,0.299445,5.546891067027083e-56,3.732017646034159e-54
MYO1G,15.750382,0.40180176,6.826732401029824e-56,4.5846831671576624e-54
ATP6V1A,15.745753,0.4492645,7.345110107569677e-56,4.9237797627684566e-54
TKT,15.737623,0.45588765,8.352204143542591e-56,5.588647602519239e-54
NCOA1,15.72304,0.25079107,1.0515478489087013e-55,7.023303433924704e-54
SNX27,15.715819,0.42950794,1.1784732215766425e-55,7.856702801990289e-54
CHST11,15.697439,0.23744823,1.5747236624820083e-55,1.0479356503727997e-53
NCF1,15.677105,0.55385524,2.169164223289805e-55,1.4382894879824302e-53
RRBP1,15.673238,0.46135572,2.3053032144794887e-55,1.5257939051205022e-53
THEMIS2,15.673118,0.43566763,2.3096795078735513e-55,1.5259310409328495e-53
MAN2B1,15.6670265,0.5158927,2.5419466984150607e-55,1.6763565965529664e-53
GIT2,15.656766,0.30268723,2.9870535007331297e-55,1.9663515320203828e-53
CCDC69,15.6481695,0.3216085,3.419136778304927e-55,2.246747311000694e-53
SLC2A9,15.60316,0.65874314,6.927874853235775e-55,4.536084928502372e-53
SPG11,15.595331,0.28187275,7.831622027617555e-55,5.118664247014824e-53
EFHD2,15.551768,0.40145338,1.5477343436166773e-54,1.0097794066080929e-52
MAPKAP1,15.5396385,0.31865045,1.8703560080730884e-54,1.2180943105246105e-52
ATP1B3,15.525692,0.34525266,2.3248117400309235e-54,1.5086956471076566e-52
ARAP1,15.516191,0.47575694,2.695875112629731e-54,1.7464022123426685e-52
PIK3CB,15.505616,0.2868634,3.178514248003495e-54,2.055420494543744e-52
LILRB3,15.499036,0.7319869,3.521343998362337e-54,2.2730989715001746e-52
MACF1,15.446003,0.25161532,8.026902548215794e-54,5.172405988859969e-52
CYB5R4,15.417018,0.30073863,1.2577888933145933e-53,8.090743635185841e-52
KCNAB2,15.406595,0.33739933,1.4779736479847212e-53,9.490405875419083e-52
SRGAP2C,15.401958,0.47027144,1.587873428965575e-53,1.0178240871027847e-51
CPEB2,15.395827,0.41536468,1.7457693673546972e-53,1.1170787520026096e-51
CLMN,15.390039,0.54998684,1.90916927201908e-53,1.2195026967743515e-51
CPEB3,15.388815,0.42535308,1.9456238605768594e-53,1.2406233261493664e-51
ALPK1,15.360026,0.44682834,3.034519749247798e-53,1.9282371066357405e-51
ITGA4,15.355104,0.27678162,3.273841912107806e-53,2.076705161612787e-51
FMNL1,15.333715,0.28822228,4.5518747524037185e-53,2.88240774762506e-51
MTMR3,15.326393,0.27784833,5.095059635636926e-53,3.2207992698436465e-51
SDCCAG8,15.288825,0.34529296,9.077287460099116e-53,5.728237902191167e-51
MS4A4E,15.28557,0.9013801,9.542410832983063e-53,6.011390342478711e-51
IL6R,15.270778,0.39361724,1.1973662473095752e-52,7.530034710958378e-51
CAST,15.258861,0.22411826,1.4373681445515177e-52,9.023861313675831e-51
GBP2,15.257005,0.3235443,1.4788166555440477e-52,9.268179522186248e-51
AC090559.1,15.256796,0.74185926,1.48357421096282e-52,9.282102512042764e-51
ACSL4,15.255753,0.3056887,1.5074779550041099e-52,9.415563247628912e-51
ATG16L2,15.241137,0.47047913,1.885615698722768e-52,1.1757311786874278e-50
NLRP3,15.23732,0.5139821,1.9990390484194775e-52,1.2443338131156682e-50
IFNGR1,15.231291,0.28519285,2.1922158380234827e-52,1.3622630201612478e-50
SIRPA,15.185908,0.5838592,4.3844501138315656e-52,2.7061595044915537e-50
CHSY1,15.175724,0.41142854,5.1209795675101265e-52,3.1554372584248846e-50
ADCY7,15.169004,0.4169676,5.673091835607587e-52,3.4897619205894675e-50
HERC5,15.137139,0.7511959,9.21353938410392e-52,5.658133473113886e-50
AL034397.3,15.125526,0.7871321,1.0991839712824587e-51,6.727630858346032e-50
DNAJC5,15.114885,0.3837498,1.2919509155528356e-51,7.88111591002489e-50
FNIP2,15.11261,0.43483722,1.337366848467025e-51,8.144586359524391e-50
RREB1,15.109506,0.27080524,1.401883699956921e-51,8.523313173110178e-50
RHOQ,15.091218,0.32174197,1.849960894681302e-51,1.1228925158578829e-49
STX8,15.088011,0.3109173,1.942099088726157e-51,1.1768670322262594e-49
LARP4B,15.085529,0.2662171,2.0165209724108726e-51,1.2199451919208322e-49
SGMS2,15.077259,0.5710372,2.2856174101129103e-51,1.3781858785427122e-49
AGFG1,15.058355,0.24415569,3.042639284021731e-51,1.831638822935516e-49
GNAI3,15.044879,0.33381277,3.730134692203336e-51,2.2418170750301197e-49
SH2D3C,15.034573,0.6102201,4.3584956723015985e-51,2.6151688541296855e-49
CEP170,15.033729,0.29213923,4.414449552785296e-51,2.6444070062437746e-49
GSK3B,14.992739,0.24746813,8.190470844077391e-51,4.8983565909162844e-49
USP4,14.989113,0.30782664,8.650102705342638e-51,5.1648027588620865e-49
DDX58,14.985751,0.62733907,9.099110910707957e-51,5.4152285925662106e-49
GAPDH,14.944373,0.32976636,1.6947888046414033e-50,1.005364101113128e-48
AC007952.4,14.938232,0.5976116,1.858392856262227e-50,1.1006316655672131e-48
DAPP1,14.878791,0.39666206,4.526084285794426e-50,2.6762392721221612e-48
UBAP1,14.876227,0.2850377,4.702836714761135e-50,2.776266558015682e-48
PLA2G4A,14.863417,0.7361088,5.694566342351467e-50,3.35630954422554e-48
KCTD12,14.858455,0.6062239,6.132342670337627e-50,3.6085188758364544e-48
CD302,14.853833,0.46576443,6.570216264139135e-50,3.859975689947937e-48
PKM,14.825596,0.35521695,1.0008722047439421e-49,5.870660827857857e-48
SLC6A6,14.81939,0.4266467,1.0977687892859133e-49,6.428709673064594e-48
RASGEF1B,14.813816,0.47435018,1.1927213704844453e-49,6.962487221866216e-48
PHACTR2,14.795343,0.27560285,1.569818375898113e-49,9.149191461185801e-48
UVRAG,14.792839,0.23313546,1.629336495405843e-49,9.480976958402107e-48
DNAJC13,14.766827,0.39609843,2.397367389931924e-49,1.39279434664918e-47
APAF1,14.747926,0.4071859,3.1726675177328763e-49,1.8402980002621394e-47
SUSD6,14.7396345,0.2734532,3.587210526209205e-49,2.077460323888973e-47
NADK,14.717749,0.661561,4.958950922443514e-49,2.8673390633863355e-47
LRRC8D,14.67851,0.32209596,8.851484897824971e-49,5.093918219265594e-47
CAB39,14.675592,0.24862948,9.240502320250005e-49,5.309444669128265e-47
CTSC,14.672743,0.40079227,9.636935628073045e-49,5.528549857728865e-47
SYNJ1,14.649912,0.35242295,1.3488998259019227e-48,7.726303994966553e-47
RP2,14.645106,0.47109345,1.4477384341714534e-48,8.273101623028897e-47
SVIL,14.645053,0.29891846,1.448883402191613e-48,8.273101623028897e-47
RGS18,14.6046295,0.6689287,2.624039317979597e-48,1.4936619452157268e-46
PNPT1,14.597938,0.61255604,2.894713203804577e-48,1.6451769871498655e-46
S100A6,14.59081,0.3098645,3.2135904385875853e-48,1.8235755603526234e-46
CORO1C,14.538358,0.4024264,6.92335372344297e-48,3.922626464887557e-46
P2RX7,14.535534,0.70067894,7.21489551427679e-48,4.079370729793501e-46
CMPK2,14.524815,1.890334,8.436993978058153e-48,4.758126603866047e-46
ACTR3,14.521805,0.21953684,8.815781070770088e-48,4.964098507250092e-46
DPYSL2,14.5000305,0.6391183,1.210967434960985e-47,6.808390028726116e-46
CSK,14.493244,0.3741163,1.3367682585527862e-47,7.504149544676461e-46
KIF13B,14.471311,0.29097527,1.839331974750573e-47,1.0309554304417415e-45
CTSZ,14.468311,0.61707544,1.921317169716108e-47,1.0752619224583987e-45
DOCK4,14.459439,0.5326608,2.185717105340847e-47,1.2213653705737457e-45
TBC1D2,14.443812,0.717009,2.7424292423721106e-47,1.5301166570131345e-45
WASF2,14.42565,0.25678882,3.568917797964566e-47,1.9851969653997126e-45
NFAM1,14.424663,0.8246518,3.620352269047649e-47,2.010751341417496e-45
CD14,14.406682,0.62613064,4.697436848274383e-47,2.6010724067124156e-45
ACTR2,14.398376,0.20171906,5.297342795926392e-47,2.9244048819562875e-45
CLTC,14.3741865,0.25320524,7.514834781723899e-47,4.142326322980067e-45
NHSL1,14.360948,0.8946458,9.09744486846038e-47,4.9996333277855606e-45
NLRP12,14.358723,0.85745484,9.394272634520596e-47,5.155019080900874e-45
RSAD2,14.351893,1.7893409,1.0366775123194418e-46,5.680154734791e-45
LATS2,14.346262,0.50874114,1.1243631073980472e-46,6.151392241237059e-45
FEZ2,14.321822,0.39875436,1.5987493116518038e-46,8.694773188078405e-45
NFIL3,14.319291,0.4439974,1.6580613260079834e-46,9.003961809082818e-45
S100A11,14.300884,0.50611365,2.1604712806835287e-46,1.1714875458414493e-44
WDFY1,14.283812,0.3045972,2.7607902086418233e-46,1.4947882015754345e-44
FAM198B-AS1,14.273926,1.0841178,3.1815190942362994e-46,1.7200410689533646e-44
PDGFC,14.223525,0.76716655,6.546998678956403e-46,3.5291119094032884e-44
FAM120A,14.200993,0.26027504,9.032344735354895e-46,4.861659553804772e-44
TBK1,14.189639,0.29540086,1.0620360130179818e-45,5.7080147008034e-44
HLA-DRB5,14.180861,0.5697734,1.2036036596753103e-45,6.45939846741584e-44
ATP6V1B2,14.172852,0.46100476,1.3490969614287026e-45,7.22961901687437e-44
ANTXR2,14.156644,0.26592028,1.6991736579465973e-45,9.092317990424475e-44
GAB3,14.152247,0.42565987,1.8088367836705205e-45,9.6509089094934e-44
SH2B3,14.1513,0.36313736,1.833351620399361e-45,9.767467635842361e-44
CYTH4,14.151141,0.44359168,1.8375197121120603e-45,9.77544461962406e-44
DHRSX,14.130313,0.3294152,2.4704453710816502e-45,1.3085495083496307e-43
CCDC200,14.126315,0.8023929,2.6147082219412686e-45,1.3829614975617396e-43
RAB11FIP1,14.122945,0.2684581,2.7428414713730318e-45,1.448639836850279e-43
WWP2,14.119866,0.25178212,2.8653578493246036e-45,1.5111666086906314e-43
SIGLEC1,14.096202,2.505237,4.007673547914698e-45,2.1105735183773506e-43
NPL,14.0933895,0.7891313,4.1705448903636265e-45,2.193191286382171e-43
INSR,14.089579,0.676351,4.4018302348454143e-45,2.3114976818590675e-43
SIL1,14.080235,0.3978955,5.0242749369038204e-45,2.634577177157833e-43
GABARAP,14.07868,0.3576154,5.136023440993725e-45,2.6893218020573867e-43
TLN1,14.0699835,0.28555956,5.808322102441286e-45,3.0370056753064786e-43
TUBA1A,14.058581,0.40776873,6.824093239495968e-45,3.557957787162278e-43
SEC24D,14.057567,0.40872872,6.92257155222785e-45,3.604168440726764e-43
TMEM165,14.050013,0.24676454,7.702072770592411e-45,3.9986321344177706e-43
S100A4,14.043685,0.25817895,8.421686369954393e-45,4.366036017375365e-43
WASHC4,14.03968,0.2537451,8.911522075294958e-45,4.613445820054749e-43
AQP9,14.02339,0.5372058,1.1212887524148207e-44,5.7884752647580895e-43
CMTM6,14.014258,0.27561465,1.2752260096862264e-44,6.5646339213116135e-43
APC,14.011973,0.28786215,1.3169453722542988e-44,6.7698760631853355e-43
RIPK2,14.001408,0.35833207,1.5281281638704105e-44,7.844462682443323e-43
OGDH,13.9895,0.3261124,1.806785668184173e-44,9.261927484763154e-43
CCNL1,13.985016,0.19447392,1.9243456516120379e-44,9.837007708750307e-43
LRRFIP2,13.962443,0.2659605,2.642163983233554e-44,1.3487565404509248e-42
VCAN-AS1,13.9387245,0.60890794,3.6846775227432544e-44,1.8757007233647544e-42
MARK2,13.896845,0.38500705,6.61952277436453e-44,3.3650160147849465e-42
PTEN,13.8792515,0.22407925,8.462325546715866e-44,4.2958332501435145e-42
FGD6,13.870624,0.70463604,9.544337704080628e-44,4.8317054537628635e-42
RB1,13.862486,0.22951567,1.0690657154657942e-43,5.4045406425087746e-42
RASSF4,13.842204,0.8050981,1.4179074283953445e-43,7.158183418854896e-42
MBOAT1,13.839075,0.55224454,1.480989366519584e-43,7.466348733331031e-42
HOOK3,13.813615,0.24002141,2.1097456366033367e-43,1.0621568094266675e-41
NLK,13.80027,0.31276685,2.538991680168273e-43,1.2747549312186413e-41
ZFP36,13.775798,0.38014296,3.5642168962455933e-43,1.787039761910753e-41
RCBTB2,13.771564,0.54296654,3.779458515580685e-43,1.8923660893128408e-41
LINC02432,13.760825,1.355357,4.384932737694184e-43,2.1925262722997929e-41
PTPN18,13.741683,0.5292109,5.713214719513158e-43,2.852788157556632e-41
MT-CO2,13.74111,0.09798182,5.758636557624787e-43,2.871551180458104e-41
DGLUCY,13.730179,0.3631924,6.696836009052868e-43,3.33484210567815e-41
MFSD1,13.729755,0.37577412,6.736070492238028e-43,3.349822229434838e-41
ETS2,13.726949,0.41219908,7.002036235359231e-43,3.477361305975349e-41
CASP4,13.72477,0.41217119,7.215830711576223e-43,3.578680486103e-41
TAOK1,13.713949,0.25642624,8.377131823705976e-43,4.1433973226954385e-41
B4GALT5,13.697974,0.33819684,1.0439637430428577e-42,5.149611450015045e-41
TLE3,13.689106,0.3741223,1.1795134844213896e-42,5.802603903670334e-41
ZFYVE16,13.67699,0.3576136,1.393434870251935e-42,6.845786535045782e-41
FAR2,13.648368,0.55179703,2.0645068066139315e-42,1.0115530606275302e-40
SNX30,13.638227,0.40769508,2.37257759331901e-42,1.1609453541854156e-40
ITPRID2,13.628559,0.44893292,2.7087717137801272e-42,1.3236816221103662e-40
LSP1,13.614664,0.31410307,3.276486413139901e-42,1.5968399361828696e-40
ANXA5,13.608683,0.39698324,3.555951245852259e-42,1.7307363237957252e-40
FOSL2,13.600624,0.36616838,3.9703351326247854e-42,1.929857054305442e-40
CYFIP1,13.595184,0.5775598,4.276806968832912e-42,2.0760664703747137e-40
